filename,fold,target,category,esc10,src_file,take
2-103426-A-3.wav,2,3,cow,False,103426,A
2-103427-A-3.wav,2,3,cow,False,103427,A
2-103428-A-3.wav,2,3,cow,False,103428,A
2-104877-A-3.wav,2,3,cow,False,104877,A
2-110010-A-5.wav,2,5,cat,False,110010,A
2-110011-A-5.wav,2,5,cat,False,110011,A
2-114280-A-0.wav,2,0,dog,True,114280,A
2-114587-A-0.wav,2,0,dog,True,114587,A
2-116400-A-0.wav,2,0,dog,True,116400,A
2-117271-A-0.wav,2,0,dog,True,117271,A
2-117795-A-3.wav,2,3,cow,False,117795,A
2-117795-B-3.wav,2,3,cow,False,117795,B
2-118072-A-0.wav,2,0,dog,True,118072,A
2-118964-A-0.wav,2,0,dog,True,118964,A
2-120586-A-6.wav,2,6,hen,False,120586,A
2-120587-A-6.wav,2,6,hen,False,120587,A
2-122104-A-0.wav,2,0,dog,True,122104,A
2-122104-B-0.wav,2,0,dog,True,122104,B
2-127109-A-6.wav,2,6,hen,False,127109,A
2-134049-A-6.wav,2,6,hen,False,134049,A
2-157488-A-6.wav,2,6,hen,False,157488,A
2-32515-A-4.wav,2,4,frog,False,32515,A
2-32515-B-4.wav,2,4,frog,False,32515,B
2-32515-C-4.wav,2,4,frog,False,32515,C
2-32515-D-4.wav,2,4,frog,False,32515,D
2-32834-A-4.wav,2,4,frog,False,32834,A
2-52085-A-4.wav,2,4,frog,False,52085,A
2-52085-B-4.wav,2,4,frog,False,52085,B
2-52789-A-4.wav,2,4,frog,False,52789,A
2-69131-A-5.wav,2,5,cat,False,69131,A
2-69131-B-5.wav,2,5,cat,False,69131,B
2-72268-A-6.wav,2,6,hen,False,72268,A
2-75726-A-6.wav,2,6,hen,False,75726,A
2-76868-A-6.wav,2,6,hen,False,76868,A
2-82274-A-5.wav,2,5,cat,False,82274,A
2-82274-B-5.wav,2,5,cat,False,82274,B
2-83934-A-5.wav,2,5,cat,False,83934,A
2-83934-B-5.wav,2,5,cat,False,83934,B
3-102908-A-4.wav,3,4,frog,False,102908,A
3-124376-A-3.wav,3,3,cow,False,124376,A
3-124376-B-3.wav,3,3,cow,False,124376,B
3-126358-A-3.wav,3,3,cow,False,126358,A
3-126358-B-3.wav,3,3,cow,False,126358,B
3-136288-A-0.wav,3,0,dog,True,136288,A
3-144028-A-0.wav,3,0,dog,True,144028,A
3-146964-A-5.wav,3,5,cat,False,146964,A
3-146965-A-5.wav,3,5,cat,False,146965,A
3-146972-A-5.wav,3,5,cat,False,146972,A
3-152039-A-3.wav,3,3,cow,False,152039,A
3-152039-B-3.wav,3,3,cow,False,152039,B
3-155312-A-0.wav,3,0,dog,True,155312,A
3-157695-A-0.wav,3,0,dog,True,157695,A
3-160993-A-3.wav,3,3,cow,False,160993,A
3-163459-A-0.wav,3,0,dog,True,163459,A
3-163727-A-3.wav,3,3,cow,False,163727,A
3-164216-A-6.wav,3,6,hen,False,164216,A
3-164216-B-6.wav,3,6,hen,False,164216,B
3-164216-C-6.wav,3,6,hen,False,164216,C
3-170015-A-0.wav,3,0,dog,True,170015,A
3-171281-A-6.wav,3,6,hen,False,171281,A
3-178096-A-6.wav,3,6,hen,False,178096,A
3-180256-A-0.wav,3,0,dog,True,180256,A
3-180977-A-0.wav,3,0,dog,True,180977,A
3-187549-A-6.wav,3,6,hen,False,187549,A
3-187549-B-6.wav,3,6,hen,False,187549,B
3-188390-A-6.wav,3,6,hen,False,188390,A
3-70962-A-4.wav,3,4,frog,False,70962,A
3-70962-B-4.wav,3,4,frog,False,70962,B
3-70962-C-4.wav,3,4,frog,False,70962,C
3-71964-A-4.wav,3,4,frog,False,71964,A
3-71964-B-4.wav,3,4,frog,False,71964,B
3-71964-C-4.wav,3,4,frog,False,71964,C
3-83527-A-4.wav,3,4,frog,False,83527,A
3-95694-A-5.wav,3,5,cat,False,95694,A
3-95695-A-5.wav,3,5,cat,False,95695,A
3-95695-B-5.wav,3,5,cat,False,95695,B
3-95697-A-5.wav,3,5,cat,False,95697,A
3-95698-A-5.wav,3,5,cat,False,95698,A
4-120160-A-5.wav,4,5,cat,False,120160,A
4-130584-A-4.wav,4,4,frog,False,130584,A
4-133047-A-5.wav,4,5,cat,False,133047,A
4-133047-B-5.wav,4,5,cat,False,133047,B
4-133047-C-5.wav,4,5,cat,False,133047,C
4-149940-A-5.wav,4,5,cat,False,149940,A
4-149940-B-5.wav,4,5,cat,False,149940,B
4-154793-A-4.wav,4,4,frog,False,154793,A
4-161303-A-5.wav,4,5,cat,False,161303,A
4-161303-B-5.wav,4,5,cat,False,161303,B
4-174860-A-3.wav,4,3,cow,False,174860,A
4-174860-B-3.wav,4,3,cow,False,174860,B
4-181955-A-3.wav,4,3,cow,False,181955,A
4-181955-B-3.wav,4,3,cow,False,181955,B
4-181955-C-3.wav,4,3,cow,False,181955,C
4-182395-A-0.wav,4,0,dog,True,182395,A
4-183992-A-0.wav,4,0,dog,True,183992,A
4-184575-A-0.wav,4,0,dog,True,184575,A
4-191687-A-0.wav,4,0,dog,True,191687,A
4-192236-A-0.wav,4,0,dog,True,192236,A
4-194754-A-0.wav,4,0,dog,True,194754,A
4-197103-A-6.wav,4,6,hen,False,197103,A
4-199261-A-0.wav,4,0,dog,True,199261,A
4-200330-A-6.wav,4,6,hen,False,200330,A
4-200330-B-6.wav,4,6,hen,False,200330,B
4-204830-A-6.wav,4,6,hen,False,204830,A
4-207124-A-0.wav,4,0,dog,True,207124,A
4-213915-A-3.wav,4,3,cow,False,213915,A
4-213915-B-3.wav,4,3,cow,False,213915,B
4-213915-C-3.wav,4,3,cow,False,213915,C
4-232495-A-6.wav,4,6,hen,False,232495,A
4-234879-A-6.wav,4,6,hen,False,234879,A
4-244318-A-6.wav,4,6,hen,False,244318,A
4-253649-A-6.wav,4,6,hen,False,253649,A
4-99193-A-4.wav,4,4,frog,False,99193,A
4-99193-B-4.wav,4,4,frog,False,99193,B
4-99644-A-4.wav,4,4,frog,False,99644,A
4-99644-B-4.wav,4,4,frog,False,99644,B
4-99644-C-4.wav,4,4,frog,False,99644,C
4-99644-D-4.wav,4,4,frog,False,99644,D
5-156026-A-4.wav,5,4,frog,False,156026,A
5-156026-B-4.wav,5,4,frog,False,156026,B
5-156026-C-4.wav,5,4,frog,False,156026,C
5-156026-D-4.wav,5,4,frog,False,156026,D
5-169983-A-5.wav,5,5,cat,False,169983,A
5-172299-A-5.wav,5,5,cat,False,172299,A
5-172639-A-5.wav,5,5,cat,False,172639,A
5-177614-A-5.wav,5,5,cat,False,177614,A
5-187201-A-4.wav,5,4,frog,False,187201,A
5-187201-B-4.wav,5,4,frog,False,187201,B
5-189795-A-4.wav,5,4,frog,False,189795,A
5-194899-A-3.wav,5,3,cow,False,194899,A
5-194899-B-3.wav,5,3,cow,False,194899,B
5-194899-C-3.wav,5,3,cow,False,194899,C
5-194899-D-3.wav,5,3,cow,False,194899,D
5-202795-A-3.wav,5,3,cow,False,202795,A
5-203128-A-0.wav,5,0,dog,True,203128,A
5-203128-B-0.wav,5,0,dog,True,203128,B
5-208030-A-0.wav,5,0,dog,True,208030,A
5-212454-A-0.wav,5,0,dog,True,212454,A
5-213855-A-0.wav,5,0,dog,True,213855,A
5-214759-A-5.wav,5,5,cat,False,214759,A
5-214759-B-5.wav,5,5,cat,False,214759,B
5-217158-A-0.wav,5,0,dog,True,217158,A
5-231762-A-0.wav,5,0,dog,True,231762,A
5-237499-A-4.wav,5,4,frog,False,237499,A
5-242492-A-3.wav,5,3,cow,False,242492,A
5-244315-A-6.wav,5,6,hen,False,244315,A
5-244315-B-6.wav,5,6,hen,False,244315,B
5-244315-C-6.wav,5,6,hen,False,244315,C
5-248341-A-6.wav,5,6,hen,False,248341,A
5-248341-B-6.wav,5,6,hen,False,248341,B
5-248341-C-6.wav,5,6,hen,False,248341,C
5-253085-A-3.wav,5,3,cow,False,253085,A
5-253085-B-3.wav,5,3,cow,False,253085,B
5-256452-A-5.wav,5,5,cat,False,256452,A
5-259169-A-5.wav,5,5,cat,False,259169,A
5-263831-A-6.wav,5,6,hen,False,263831,A
5-263831-B-6.wav,5,6,hen,False,263831,B
5-9032-A-0.wav,5,0,dog,True,9032,A
